id	term	count
8306	n-gram based	5
8307	evaluation workshop	5
8308	layer of	5
8309	to mitigate	5
8310	to another	5
8311	layer and	5
8312	defined in	5
8313	component in	5
8314	arabic corpus	5
8315	correlation coefficient	5
8316	statistical technique	5
8317	automatic term	5
8318	of candidate	5
8319	in f	5
8320	alternative approach	5
8321	by first	5
8322	instantiation of	5
8323	of record	5
8324	experiment performed	5
8325	in supporting	5
8326	of systematic	5
8327	map and	5
8328	procedure and	5
8329	different combination	5
8330	low frequency	5
8331	and commercial	5
8332	indicator to	5
8333	stock return	5
8334	a naïve	5
8335	term variation	5
8336	functionality of	5
8337	feature model	5
8338	co-occurrence and	5
8339	approach use	5
8340	appear in	5
8341	product aspect	5
8342	ontology concept	5
8343	urdu stemmer	5
8344	perspective on	5
8345	and combined	5
8346	of random	5
8347	and short	5
8348	a network	5
8349	is unstructured	5
8350	to see	5
8351	lexicon-based approach	5
8352	measurement method	5
8353	language resource	5
8354	ensemble approach	5
8355	and various	5
8356	textual corpus	5
8357	day in	5
8358	wa employed	5
8359	domain to	5
8360	a first	5
8361	research problem	5
8362	and implementation	5
8363	subjectivity and	5
8364	user a	5
8365	quantity and	5
8366	pair and	5
8367	second part	5
8368	text search	5
8369	returned by	5
8370	term occurrence	5
8371	important topic	5
8372	and verb	5
8373	team at	5
8374	in total	5
8375	consists on	5
8376	pilot task	5
8377	diagnosis code	5
8378	knowledge map	5
8379	evaluate a	5
8380	ml approach	5
8381	text database	5
8382	eq statement	5
8383	common approach	5
8384	sense of	5
8385	approach us	5
8386	stance classification	5
8387	novel idea	5
8388	flexibility to	5
8389	to research	5
8390	content to	5
8391	content a	5
8392	statistical learning	5
8393	a facebook	5
8394	facebook and	5
8395	monolingual corpus	5
8396	manually curated	5
8397	search is	5
8398	and behavior	5
8399	based upon	5
8400	score in	5
8401	filter and	5
8402	and tv	5
8403	recent progress	5
8404	abstract of	5
8405	energy act	5
8406	shift in	5
8407	time-consuming task	5
8408	increasingly important	5
8409	ten of	5
8410	and society	5
8411	temporal evolution	5
8412	characterization of	5
8413	different context	5
8414	to directly	5
8415	of developing	5
8416	and give	5
8417	monitor and	5
8418	summarization process	5
8419	literature mining	5
8420	of music	5
8421	processing system	5
8422	a meaning	5
8423	language description	5
8424	financial risk	5
8425	language data	5
8426	semantic tagger	5
8427	semantic category	5
8428	to annotate	5
8429	discovery approach	5
8430	temporal text	5
8431	location entity	5
8432	address a	5
8433	of city	5
8434	nearest neighbor	5
8435	and grammatical	5
8436	traffic condition	5
8437	textual and	5
8438	theory and	5
8439	microblogging service	5
8440	oil price	5
8441	topic extraction	5
8442	to many	5
8443	easily accessible	5
8444	by morgan	5
8445	morgan claypool	5
8446	constitutes a	5
8447	expert to	5
8448	knowledge repository	5
8449	proliferation of	5
8450	more of	5
8451	is helpful	5
8452	opinionated text	5
8453	not exist	5
8454	weight-lda model	5
8455	some problem	5
8456	log data	5
8457	detection method	5
8458	distribution and	5
8459	simple and	5
8460	image retrieval	5
8461	labeled corpus	5
8462	bel statement	5
8463	capability to	5
8464	telecommunication company	5
8465	fuzzy logic	5
8466	patent portfolio	5
8467	protein interaction	5
8468	predictive performance	5
8469	topic person	5
8470	of cross-lingual	5
8471	language pair	5
8472	attracted much	5
8473	document corpus	5
8474	evolution potential	5
8475	to deliver	5
8476	useful tool	5
8477	literature search	5
8478	terminology extraction	5
8479	to term	5
8480	biomedical term	5
8481	technology innovation	5
8482	topic network	5
8483	s sentiment	5
8484	inference algorithm	5
8485	failure mode	5
8486	name in	5
8487	protein and	5
8488	to stem	5
8489	participation of	5
8490	a ranking	5
8491	to link	5
8492	cqa site	5
8493	social stability	5
8494	of pubmed	5
8495	persian stemmer	5
8496	and expert	5
8497	of spatial	5
8498	scientific and	5
8499	experimental protocol	5
8500	cross-lingual information	5
8501	presenting a	5
8502	a linear	5
8503	dbpedia and	5
8504	text filtering	5
8505	of formal	5
8506	qa mre	5
8507	research discipline	5
8508	bioc is	5
8509	and integrate	5
8510	society inc	5
8511	relation discovery	5
8512	ontology based	5
8513	categorization task	5
8514	different view	5
8515	accounting text	5
8516	agile process	5
8517	part-whole relation	5
8518	drug-drug interaction	5
8519	presented system	5
8520	ontology building	5
8521	and ie	5
8522	consumer review	5
8523	fake review	5
8524	contextual advertising	5
8525	to ontology	5
8526	segmentation system	5
8527	inferential language	5
8528	personalization and	5
8529	and contextualization	5
8530	access technology	5
8531	natural language processing	578
8532	in order to	223
8533	a well a	169
8534	text mining and	162
8535	and text mining	132
8536	a set of	125
8537	of text mining	121
8538	in term of	120
8539	nature switzerland ag	115
8540	in natural language	110
8541	language processing and	108
8542	text mining technique	102
8543	of natural language	101
8544	named entity recognition	100
8545	and natural language	99
8546	is based on	97
8547	international publishing ag	91
8548	in text mining	90
8549	international publishing switzerland	86
8550	support vector machine	79
8551	is used to	73
8552	text mining is	58
8553	based on a	58
8554	a number of	56
8555	nature singapore pte	56
8556	singapore pte ltd	56
8557	biomedical text mining	55
8558	mining and natural	53
8559	a text mining	53
8560	sentiment analysis is	51
8561	and machine learning	49
8562	in recent year	49
8563	language processing technique	49
8564	text mining application	49
8565	of social medium	48
8566	and information retrieval	47
8567	of sentiment analysis	46
8568	information retrieval and	46
8569	processing and text	45
8570	sentiment analysis and	43
8571	is able to	41
8572	propose a novel	41
8573	natural language text	40
8574	conditional random field	40
8575	machine learning algorithm	39
8576	a variety of	39
8577	and sentiment analysis	36
8578	text mining method	34
8579	a collection of	34
8580	amount of data	33
8581	a case study	33
8582	latent dirichlet allocation	32
8583	huge amount of	32
8584	text mining task	31
8585	a natural language	31
8586	machine learning method	30
8587	machine learning technique	28
8588	in social medium	28
8589	precision and recall	28
8590	important role in	27
8591	text mining approach	27
8592	make use of	26
8593	is proposed to	26
8594	a lot of	26
8595	f score of	26
8596	bag of word	26
8597	different type of	26
8598	a combination of	26
8599	approach based on	26
8600	model based on	25
8601	method based on	25
8602	text mining in	25
8603	vector space model	25
8604	text mining tool	25
8605	machine learning approach	25
8606	is a challenging	24
8607	used a a	24
8608	part of speech	24
8609	positive and negative	24
8610	machine learning and	24
8611	by mean of	24
8612	of biomedical text	24
8613	is applied to	24
8614	source of information	24
8615	on social medium	23
8616	recurrent neural network	23
8617	proposed approach is	23
8618	a novel approach	23
8619	publishing ag part	23
8620	ag part of	23
8621	convolutional neural network	22
8622	a challenging task	22
8623	social medium data	22
8624	text mining system	22
8625	entity recognition and	22
8626	long short-term memory	21
8627	to build a	21
8628	and data mining	21
8629	a machine learning	21
8630	a sentiment analysis	21
8631	mining natural language	21
8632	mining and information	21
8633	in sentiment analysis	21
8634	in information retrieval	21
8635	of word and	20
8636	social medium text	20
8637	of text document	20
8638	a part of	20
8639	to text mining	20
8640	precision recall and	20
8641	sentiment analysis of	20
8642	information retrieval system	20
8643	a wide range	19
8644	wide range of	19
8645	medium llc part	19
8646	llc part of	19
8647	question answering system	19
8648	of information retrieval	19
8649	taylor francis group	19
8650	social medium and	19
8651	in biomedical text	19
8652	development of a	19
8653	goal is to	19
8654	mining technique to	19
8655	take advantage of	18
8656	and support vector	18
8657	a series of	18
8658	deep neural network	18
8659	of text data	18
8660	of data mining	18
8661	to automatically extract	18
8662	to develop a	18
8663	amount of text	18
8664	in addition to	18
8665	proposed method is	18
8666	is necessary to	18
8667	text mining natural	18
8668	vast amount of	18
8669	amount of information	18
8670	of a document	18
8671	field of text	18
8672	of textual data	17
8673	word sense disambiguation	17
8674	information extraction and	17
8675	work is to	17
8676	sentiment analysis in	17
8677	research area in	17
8678	mining and sentiment	17
8679	institute of advanced	16
8680	text mining process	16
8681	is difficult to	16
8682	on text mining	16
8683	of big data	16
8684	is possible to	16
8685	language processing task	16
8686	mining technique and	16
8687	text mining algorithm	16
8688	approach is based	16
8689	word in a	16
8690	mining is a	15
8691	text mining to	15
8692	supervised machine learning	15
8693	of machine learning	15
8694	a novel method	15
8695	ha become a	15
8696	a compared to	15
8697	electronic health record	15
8698	and opinion mining	15
8699	used to extract	15
8700	a huge amount	15
8701	and information extraction	15
8702	in social network	15
8703	world wide web	15
8704	design methodology approach	14
8705	sentiment analysis technique	14
8706	of data and	14
8707	neural network model	14
8708	a method to	14
8709	field of natural	14
8710	main contribution of	14
8711	text mining information	14
8712	more and more	14
8713	on natural language	14
8714	machine learning model	14
8715	aim is to	14
8716	word and phrase	14
8717	to provide a	14
8718	to create a	14
8719	collection of document	14
8720	language processing tool	14
8721	text analysis and	14
8722	of named entity	14
8723	is to develop	14
8724	social medium site	14
8725	of information extraction	14
8726	chinese word segmentation	14
8727	emerald publishing limited	13
8728	latent semantic analysis	13
8729	analysis is a	13
8730	text mining ha	13
8731	a total of	13
8732	term of precision	13
8733	mining and text	13
8734	informa uk limited	13
8735	uk limited trading	13
8736	limited trading a	13
8737	trading a taylor	13
8738	a taylor francis	13
8739	social medium platform	13
8740	a list of	13
8741	author and io	13
8742	world scientific publishing	13
8743	study is to	13
8744	deep learning model	13
8745	social medium post	13
8746	mining information retrieval	13
8747	proposed system is	13
8748	of text and	13
8749	used to identify	13
8750	sentiment analysis ha	13
8751	to construct a	13
8752	is used in	13
8753	language processing text	13
8754	small set of	13
8755	wiley periodical inc	13
8756	vector machine and	13
8757	adverse drug reaction	13
8758	analysis technique to	12
8759	of text classification	12
8760	stop word removal	12
8761	is to extract	12
8762	feature based on	12
8763	a dataset of	12
8764	retrieval and text	12
8765	based on text	12
8766	propose a method	12
8767	to extract and	12
8768	online social network	12
8769	widely used in	12
8770	question answering and	12
8771	processing and information	12
8772	john wiley son	12
8773	wiley son ltd	12
8774	text is a	12
8775	rapid growth of	12
8776	is to identify	12
8777	important task in	12
8778	language processing information	12
8779	classification and clustering	12
8780	system based on	12
8781	type of information	12
8782	a corpus of	12
8783	opinion mining is	12
8784	biomedical literature is	12
8785	in different language	12
8786	processing and machine	12
8787	and analysis of	12
8788	of a given	12
8789	study aim to	11
8790	inverse document frequency	11
8791	is capable of	11
8792	of a text	11
8793	used to train	11
8794	a vital role	11
8795	vital role in	11
8796	scientific publishing company	11
8797	in a given	11
8798	processing technique and	11
8799	many text mining	11
8800	proposes a novel	11
8801	broad range of	11
8802	in a document	11
8803	doe not require	11
8804	a neural network	11
8805	a social medium	11
8806	wa used to	11
8807	objective is to	11
8808	aim to extract	11
8809	of a set	11
8810	task is to	11
8811	processing text mining	11
8812	allows u to	11
8813	and big data	11
8814	better understanding of	11
8815	social networking site	11
8816	automatic extraction of	11
8817	is to find	11
8818	opinion mining and	11
8819	a information retrieval	11
8820	information retrieval text	11
8821	in many application	11
8822	inderscience enterprise ltd	11
8823	analysis of text	11
8824	natural language is	11
8825	is developed to	11
8826	is essential to	11
8827	text mining of	11
8828	written in natural	11
8829	and relation extraction	11
8830	to extract information	11
8831	set of feature	11
8832	hidden markov model	11
8833	on a set	11
8834	probabilistic topic model	11
8835	information in a	10
8836	in a sentence	10
8837	part of a	10
8838	to better understand	10
8839	of deep learning	10
8840	a given text	10
8841	task in natural	10
8842	is of great	10
8843	springer-verlag gmbh germany	10
8844	play a vital	10
8845	of unstructured data	10
8846	various machine learning	10
8847	training data and	10
8848	advanced scientific research	10
8849	a gold standard	10
8850	is a crucial	10
8851	a broad range	10
8852	order to improve	10
8853	study proposes a	10
8854	unstructured text data	10
8855	text summarization is	10
8856	huge volume of	10
8857	in response to	10
8858	data mining and	10
8859	considered a a	10
8860	based on natural	10
8861	and social network	10
8862	of word in	10
8863	a topic model	10
8864	based on word	10
8865	on top of	10
8866	text classification and	10
8867	applied to a	10
8868	available at http	10
8869	order to obtain	10
8870	naïve bayes and	10
8871	text mining field	10
8872	and question answering	10
8873	biomedical named entity	10
8874	and semantic analysis	10
8875	and social medium	10
8876	neural network and	10
8877	field of research	10
8878	of precision and	10
8879	of information and	10
8880	technique based on	10
8881	application of text	10
8882	used to improve	10
8883	supervised and unsupervised	10
8884	in a text	10
8885	semantic representation of	10
8886	form of a	10
8887	text mining problem	10
8888	by text mining	10
8889	extraction is a	10
8890	topic modeling is	10
8891	entity and relationship	10
8892	growth of social	10
8893	sentiment analysis a	10
8894	a process of	9
8895	task due to	9
8896	sentiment analysis to	9
8897	and feature extraction	9
8898	task in text	9
8899	feature selection and	9
8900	proposed model is	9
8901	and deep learning	9
8902	unstructured textual data	9
8903	to make a	9
8904	mining based on	9
8905	a mixture of	9
8906	product and service	9
8907	various type of	9
8908	is employed to	9
8909	to train a	9
8910	vector representation of	9
8911	approach to text	9
8912	a question answering	9
8913	a deep learning	9
8914	named entity in	9
8915	to find a	9
8916	text classification task	9
8917	a knowledge base	9
8918	language processing is	9
8919	ha emerged a	9
8920	text mining a	9
8921	analysis and text	9
8922	cancer text mining	9
8923	graph-based text representation	9
8924	a lack of	9
8925	processing information retrieval	9
8926	of advanced scientific	9
8927	scientific research inc	9
8928	a hybrid approach	9
8929	analysis and opinion	9
8930	recall and f-measure	9
8931	document written in	9
8932	information contained in	9
8933	and artificial intelligence	9
8934	on machine learning	9
8935	and text clustering	9
8936	and evaluation of	9
8937	feature selection method	9
8938	amount of unstructured	9
8939	in a set	9
8940	set of document	9
8941	use of social	9
8942	extract useful information	9
8943	technique to extract	9
8944	a method of	9
8945	active research area	9
8946	sentiment analysis on	9
8947	is considered a	9
8948	published by oxford	9
8949	by oxford university	9
8950	information extraction technique	9
8951	is composed of	9
8952	keyword extraction method	9
8953	decision support system	9
8954	point of view	9
8955	statistical machine translation	9
8956	text mining model	9
8957	related to text	9
8958	a bag of	9
8959	of scientific article	8
8960	deep learning technique	8
8961	in spite of	8
8962	in real time	8
8963	text classification technique	8
8964	engineering and science	8
8965	gmbh germany part	8
8966	germany part of	8
8967	different level of	8
8968	social network analysis	8
8969	electronic medical record	8
8970	text mining technology	8
8971	is a fundamental	8
8972	textual data and	8
8973	of interest to	8
8974	method to extract	8
8975	text mining research	8
8976	document based on	8
8977	document a a	8
8978	syntactic and semantic	8
8979	data set of	8
8980	topic model and	8
8981	singular value decomposition	8
8982	non-negative matrix factorization	8
8983	retrieval and natural	8
8984	different aspect of	8
8985	of semantic relation	8
8986	in text and	8
8987	training and testing	8
8988	of short text	8
8989	kind of information	8
8990	automatic text summarization	8
8991	task in a	8
8992	important part of	8
8993	in comparison to	8
8994	and naïve bayes	8
8995	of movie review	8
8996	issue in text	8
8997	data mining technique	8
8998	of artificial intelligence	8
8999	language processing method	8
9000	recall and f	8
9001	and f score	8
9002	creative common license	8
9003	common license attribution	8
9004	to identify and	8
9005	data and text	8
9006	text document in	8
9007	a document collection	8
9008	of scientific literature	8
9009	mainly focus on	8
9010	text mining pipeline	8
9011	used to classify	8
9012	text document and	8
9013	random forest and	8
9014	feature of a	8
9015	in a variety	8
9016	big data analytics	8
9017	order to find	8
9018	francis group llc	8
9019	to propose a	8
9020	form of text	8
9021	text based on	8
9022	amount of textual	8
9023	used to detect	8
9024	to sentiment analysis	8
9025	semantic web technology	8
9026	to social medium	8
9027	based on semantic	8
9028	a range of	8
9029	representation of text	8
9030	making use of	8
9031	is useful in	8
9032	topic modeling technique	8
9033	analysis of textual	8
9034	a specific domain	8
9035	semantic web and	8
9036	three type of	8
9037	opinion and sentiment	8
9038	analysis of a	8
9039	of textual information	8
9040	institute of electronics	8
9041	information and communication	8
9042	many natural language	8
9043	learning and text	8
9044	and limitation of	8
9045	automatic keyword extraction	8
9046	construction of a	8
9047	developed based on	8
9048	to extract useful	8
9049	proposed text mining	8
9050	information extraction system	8
9051	springer-verlag london limited	8
9052	to take advantage	7
9053	various aspect of	7
9054	process of extracting	7
9055	number of research	7
9056	is time-consuming and	7
9057	use of text	7
9058	decision tree and	7
9059	of advanced engineering	7
9060	advanced engineering and	7
9061	of precision recall	7
9062	mining and machine	7
9063	of text in	7
9064	is evaluated on	7
9065	is done by	7
9066	serve a a	7
9067	and extraction of	7
9068	rich source of	7
9069	web mining and	7
9070	role in many	7
9071	a more comprehensive	7
9072	is a highly	7
9073	of research in	7
9074	of topic and	7
9075	and named entity	7
9076	is designed to	7
9077	to achieve a	7
9078	applying natural language	7
9079	a crucial step	7
9080	and semantic similarity	7
9081	text corpus is	7
9082	springer-verlag london ltd	7
9083	several text mining	7
9084	text classification method	7
9085	text data and	7
9086	classification is a	7
9087	deep learning architecture	7
9088	semantic and syntactic	7
9089	in text classification	7
9090	artificial neural network	7
9091	and random forest	7
9092	in machine learning	7
9093	analysis of sentiment	7
9094	used to determine	7
9095	of positive and	7
9096	is a complex	7
9097	commonly used in	7
9098	used to predict	7
9099	type of data	7
9100	positive negative and	7
9101	negative and neutral	7
9102	of text summarization	7
9103	on biomedical text	7
9104	mining approach to	7
9105	language processing to	7
9106	a crucial role	7
9107	text mining shared	7
9108	text representation and	7
9109	topic in a	7
9110	word based on	7
9111	study focus on	7
9112	used in text	7
9113	a prototype system	7
9114	social medium is	7
9115	news article and	7
9116	natural language and	7
9117	set of experiment	7
9118	word embedding method	7
9119	a a whole	7
9120	research is to	7
9121	main objective of	7
9122	to get a	7
9123	textual description of	7
9124	retrieval text mining	7
9125	a vast amount	7
9126	method is proposed	7
9127	traditional text mining	7
9128	a a case	7
9129	of nlp and	7
9130	in form of	7
9131	of training data	7
9132	on information retrieval	7
9133	area of research	7
9134	data a well	7
9135	of topic modeling	7
9136	of a word	7
9137	biomedical natural language	7
9138	text mining framework	7
9139	used to find	7
9140	a named entity	7
9141	is achieved by	7
9142	different machine learning	7
9143	language processing application	7
9144	mean of a	7
9145	online news article	7
9146	text classification is	7
9147	text mining software	7
9148	language is a	7
9149	is to propose	7
9150	a methodology to	7
9151	is a difficult	7
9152	recognition and relation	7
9153	information retrieval based	7
9154	mining method to	7
9155	area in natural	7
9156	of semantic web	7
9157	a sentiment lexicon	7
9158	main purpose of	7
9159	technique in order	7
9160	is used a	7
9161	text mining by	7
9162	based on machine	7
9163	many application in	7
9164	act a a	7
9165	textual content of	7
9166	learning approach to	7
9167	data in a	7
9168	novel approach to	7
9169	related to a	7
9170	a better understanding	7
9171	a search engine	7
9172	is introduced to	7
9173	of text is	7
9174	importance of a	7
9175	field of biomedical	7
9176	and provides a	7
9177	a comparison of	7
9178	of information overload	7
9179	a form of	7
9180	of computer science	7
9181	framework based on	7
9182	allows user to	7
9183	enables u to	7
9184	exclusive license to	7
9185	negation and speculation	7
9186	product feature and	7
9187	information retrieval natural	7
9188	retrieval natural language	7
9189	document collection and	7
9190	text mining environment	7
9191	a focus on	6
9192	wa able to	6
9193	and doe not	6
9194	is a process	6
9195	frequency inverse document	6
9196	of news article	6
9197	tokenization stop word	6
9198	food delivery service	6
9199	of customer review	6
9200	consists of a	6
9201	order to facilitate	6
9202	aspect-based sentiment analysis	6
9203	case study of	6
9204	statistical and linguistic	6
9205	and linguistic feature	6
9206	in addition a	6
9207	research direction in	6
9208	representation of document	6
9209	multi-task learning model	6
9210	a need to	6
9211	artificial intelligence and	6
9212	latent semantic indexing	6
9213	semantic similarity measure	6
9214	topic model is	6
9215	play a significant	6
9216	a significant role	6
9217	data mining method	6
9218	idea is to	6
9219	is becoming a	6
9220	representation of word	6
9221	volume of text	6
9222	is not a	6
9223	keyword extraction and	6
9224	sentiment analysis method	6
9225	and computational linguistics	6
9226	based on deep	6
9227	english and chinese	6
9228	a recurrent neural	6
9229	on short text	6
9230	short text similarity	6
9231	is critical to	6
9232	data set and	6
9233	summarization is a	6
9234	is a promising	6
9235	unstructured data and	6
9236	learning model to	6
9237	attention mechanism to	6
9238	system is based	6
9239	research topic in	6
9240	propose to use	6
9241	of sentiment and	6
9242	recall and precision	6
9243	principal component analysis	6
9244	recall and f-score	6
9245	growing amount of	6
9246	to natural language	6
9247	of opinion mining	6
9248	measure based on	6
9249	based on user	6
9250	coal mine accident	6
9251	language processing ha	6
9252	text corpus and	6
9253	and used in	6
9254	of a system	6
9255	massive amount of	6
9256	knowledge discovery in	6
9257	is a key	6
9258	accuracy precision recall	6
9259	used to evaluate	6
9260	learning and natural	6
9261	different text mining	6
9262	recent advance in	6
9263	entity extraction is	6
9264	a dictionary of	6
9265	important problem in	6
9266	and text analysis	6
9267	in many text	6
9268	of a topic	6
9269	topic model in	6
9270	representation of a	6
9271	short term memory	6
9272	a sequence of	6
9273	bidirectional long short-term	6
9274	a text document	6
9275	is available at	6
9276	language processing in	6
9277	in unstructured text	6
9278	a widely used	6
9279	written in spanish	6
9280	of data is	6
9281	is a need	6
9282	fake news and	6
9283	based on morphological	6
9284	processing technique to	6
9285	of document to	6
9286	and classification of	6
9287	deep learning approach	6
9288	research focus on	6
9289	is stored in	6
9290	in textual data	6
9291	different kind of	6
9292	to a specific	6
9293	and knowledge discovery	6
9294	qualitative and quantitative	6
9295	machine learning to	6
9296	natural language understanding	6
9297	of biomedical literature	6
9298	case study on	6
9299	mining of text	6
9300	deep learning method	6
9301	online social medium	6
9302	a way to	6
9303	textual data is	6
9304	ncbi disease corpus	6
9305	attempt to provide	6
9306	number of topic	6
9307	content of a	6
9308	text classification text	6
9309	applying text mining	6
9310	written in a	6
9311	learning algorithm to	6
9312	important step in	6
9313	proposed to extract	6
9314	aim at extracting	6
9315	human computer interaction	6
9316	data mining text	6
9317	mining text mining	6
9318	work proposes a	6
9319	a group of	6
9320	cache transition technique	6
9321	various text mining	6
9322	in data mining	6
9323	analysis is performed	6
9324	is essential in	6
9325	opinion expressed in	6
9326	big data and	6
9327	semantic relatedness of	6
9328	text written in	6
9329	frequency-inverse document frequency	6
9330	information extraction is	6
9331	small number of	6
9332	conducted on a	6
9333	online product review	6
9334	special focus in	6
9335	conference is on	6
9336	language processing algorithm	6
9337	analysis is used	6
9338	in various application	6
9339	approach is applied	6
9340	information retrieval in	6
9341	of and respectively	6
9342	processing tool in	6
9343	to detect and	6
9344	bigram and trigram	6
9345	text mining based	6
9346	neural network based	6
9347	and variety of	6
9348	ha led to	6
9349	is widely used	6
9350	algorithm is used	6
9351	extraction and text	6
9352	semantic similarity of	6
9353	important source of	6
9354	of topic model	6
9355	of electronics information	6
9356	electronics information and	6
9357	and communication engineer	6
9358	of unstructured text	6
9359	extensive experiment on	6
9360	of product review	6
9361	in many case	6
9362	problem related to	6
9363	important research area	6
9364	range of application	6
9365	set of text	6
9366	text document is	6
9367	text mining text	6
9368	a support vector	6
9369	online customer review	6
9370	para el procesamiento	6
9371	el procesamiento del	6
9372	procesamiento del lenguaje	6
9373	del lenguaje natural	6
9374	chinese medicinal material	6
9375	term of accuracy	6
9376	based keyword extraction	6
9377	machine and naïve	6
9378	sequence of word	6
9379	by proposing a	6
9380	a wealth of	6
9381	problem of information	6
9382	able to detect	6
9383	apply text mining	6
9384	twitter and facebook	6
9385	is a text	6
9386	a domain ontology	6
9387	on a dataset	6
9388	probabilistic topic modeling	6
9389	is important in	6
9390	in biomedical literature	6
9391	in a number	6
9392	formal concept analysis	6
9393	use of natural	6
9394	community question answering	6
9395	to determine whether	6
9396	text mining workflow	6
9397	in a natural	6
9398	manually annotated corpus	6
9399	summarization question answering	6
9400	hindi and punjabi	6
9401	australian computer society	6
9402	in text document	6
9403	ohsumed disease hierarchy	6
9404	in today s	5
9405	learning technique to	5
9406	term frequency inverse	5
9407	text summarization and	5
9408	biomedical literature and	5
9409	systematic literature review	5
9410	a wide variety	5
9411	wide variety of	5
9412	data and information	5
9413	and development of	5
9414	a selection of	5
9415	of great importance	5
9416	huge number of	5
9417	document clustering is	5
9418	automatic generation of	5
9419	short-term memory network	5
9420	text a well	5
9421	is available in	5
9422	unstructured text and	5
9423	text data set	5
9424	sentiment analysis model	5
9425	based on statistical	5
9426	topic detection and	5
9427	make full use	5
9428	full use of	5
9429	to extract a	5
9430	based on different	5
9431	including natural language	5
9432	a rich source	5
9433	source of knowledge	5
9434	a fundamental task	5
9435	word vec and	5
9436	model trained on	5
9437	achieve better performance	5
9438	a a mean	5
9439	focus is on	5
9440	us natural language	5
9441	is expected to	5
9442	algorithm a well	5
9443	feature selection technique	5
9444	in many field	5
9445	of emotion recognition	5
9446	a supervised learning	5
9447	supervised learning approach	5
9448	a hybrid method	5
9449	a document a	5
9450	knowledge hidden in	5
9451	mining and data	5
9452	net income estimate	5
9453	to extract opinion	5
9454	of online social	5
9455	main challenge in	5
9456	is intended to	5
9457	used in natural	5
9458	semantically similar word	5
9459	word embeddings and	5
9460	on three different	5
9461	to a variety	5
9462	in view of	5
9463	in english and	5
9464	a kind of	5
9465	method in term	5
9466	mining is to	5
9467	to represent text	5
9468	is superior to	5
9469	knowledge representation and	5
9470	approach to analyzing	5
9471	propose a framework	5
9472	learning and data	5
9473	in text is	5
9474	is required to	5
9475	automatic keyphrase extraction	5
9476	form of document	5
9477	is utilized to	5
9478	a novel unsupervised	5
9479	document summarization and	5
9480	and web mining	5
9481	in a highly	5
9482	high volume of	5
9483	based text mining	5
9484	considerable amount of	5
9485	order to provide	5
9486	volume of data	5
9487	classification accuracy of	5
9488	of data in	5
9489	and negative word	5
9490	of coal mine	5
9491	mine accident report	5
9492	stored in a	5
9493	a system of	5
9494	difficult to analyze	5
9495	study related to	5
9496	based on three	5
9497	text summarization question	5
9498	now a day	5
9499	emerged a a	5
9500	problem of identifying	5
9501	unstructured information management	5
9502	information management architecture	5
9503	of adverse drug	5
9504	opinion mining system	5
9505	problem in natural	5
9506	language processing a	5
9507	play a crucial	5
9508	crucial role in	5
9509	approach wa evaluated	5
9510	technique to identify	5
9511	extract subjective information	5
9512	mining shared task	5
9513	algorithm based on	5
9514	long-short term memory	5
9515	topic discussed include	5
9516	of conceptual graph	5
9517	model and a	5
9518	technique is applied	5
9519	of a sentence	5
9520	long short term	5
9521	test set of	5
9522	is applied on	5
9523	is a critical	5
9524	problem is to	5
9525	of up to	5
9526	on social network	5
9527	in many different	5
9528	information retrieval application	5
9529	task of information	5
9530	a topic of	5
9531	a pair of	5
9532	deep learning ha	5
9533	document clustering algorithm	5
9534	referred to a	5
9535	accuracy and efficiency	5
9536	and efficiency of	5
9537	publicly available data	5
9538	high level of	5
9539	retrieval and classification	5
9540	proposed based on	5
9541	of generating a	5
9542	of accuracy and	5
9543	a significant amount	5
9544	significant amount of	5
9545	test data set	5
9546	first and second	5
9547	doe not rely	5
9548	not rely on	5
9549	of existing approach	5
9550	in question answering	5
9551	algorithm to classify	5
9552	term in a	5
9553	a f score	5
9554	however due to	5
9555	is still in	5
9556	stock price movement	5
9557	approach is to	5
9558	error rate of	5
9559	to produce a	5
9560	sentiment orientation of	5
9561	proposed method in	5
9562	by up to	5
9563	proposed model and	5
9564	known a sentiment	5
9565	a manually annotated	5
9566	task of extracting	5
9567	information retrieval technique	5
9568	used to measure	5
9569	text data mining	5
9570	propose a model	5
9571	information available in	5
9572	a relatively small	5
9573	of word is	5
9574	is performed by	5
9575	of document and	5
9576	in free text	5
9577	news and rumour	5
9578	performance of text	5
9579	in text data	5
9580	and ambiguity of	5
9581	a a powerful	5
9582	researcher and practitioner	5
9583	source code and	5
9584	a text mining-based	5
9585	to automatically identify	5
9586	is a basic	5
9587	well a to	5
9588	research limitation implication	5
9589	of online review	5
9590	data collection and	5
9591	mining sentiment analysis	5
9592	method is a	5
9593	arabic language is	5
9594	is presented to	5
9595	is not only	5
9596	a difficult task	5
9597	computational linguistics and	5
9598	of social network	5
9599	association rule mining	5
9600	of web document	5
9601	term of recall	5
9602	is related to	5
9603	of a huge	5
9604	document in a	5
9605	order to discover	5
9606	is to analyze	5
9607	to obtain a	5
9608	area of text	5
9609	task related to	5
9610	is freely available	5
9611	to assist in	5
9612	able to extract	5
9613	number of feature	5
9614	in case of	5
9615	question and answer	5
9616	relevant to a	5
9617	a small set	5
9618	used to support	5
9619	order to help	5
9620	information retrieval is	5
9621	is focused on	5
9622	a a consequence	5
9623	use of word	5
9624	mining method and	5
9625	is still a	5
9626	system is developed	5
