id	term	label
8407	time-consuming task	
8408	increasingly important	autonoise
8409	ten of	autonoise
8410	and society	autonoise
8411	temporal evolution	
8412	characterization of	autonoise
8413	different context	autonoise
8414	to directly	autonoise
8415	of developing	autonoise
8416	and give	autonoise
8417	monitor and	autonoise
8418	summarization process	autonoise
8419	literature mining	noise
8420	of music	autonoise
8421	processing system	autonoise
8422	a meaning	autonoise
8423	language description	autonoise
8424	financial risk	
8425	language data	autonoise
8426	semantic tagger	autonoise
8427	semantic category	noise
8428	to annotate	autonoise
8429	discovery approach	
8430	temporal text	autonoise
8431	location entity	autonoise
8432	address a	autonoise
8433	of city	autonoise
8434	nearest neighbor	
8435	and grammatical	autonoise
8436	traffic condition	
8437	textual and	autonoise
8438	theory and	autonoise
8439	microblogging service	autonoise
8440	oil price	
8441	topic extraction	keyword
8442	to many	
8443	easily accessible	
8444	by morgan	autonoise
8445	morgan claypool	
8446	constitutes a	autonoise
8447	expert to	autonoise
8448	knowledge repository	noise
8449	proliferation of	autonoise
8450	more of	autonoise
8451	is helpful	autonoise
8452	opinionated text	autonoise
8453	not exist	autonoise
8454	weight-lda model	
8455	some problem	autonoise
8456	log data	autonoise
8457	detection method	noise
8458	distribution and	autonoise
8459	simple and	autonoise
8460	image retrieval	noise
8461	labeled corpus	autonoise
8462	bel statement	
8463	capability to	autonoise
8464	telecommunication company	autonoise
8465	fuzzy logic	
8466	patent portfolio	autonoise
8467	protein interaction	autonoise
8468	predictive performance	autonoise
8469	topic person	noise
8470	of cross-lingual	
8471	language pair	noise
8472	attracted much	
8473	document corpus	keyword
8474	evolution potential	autonoise
8475	to deliver	autonoise
8476	useful tool	noise
8477	literature search	autonoise
8478	terminology extraction	noise
8479	to term	autonoise
8480	biomedical term	noise
8481	technology innovation	autonoise
8482	topic network	noise
8483	s sentiment	autonoise
8484	inference algorithm	autonoise
8485	failure mode	
8486	name in	autonoise
8487	protein and	autonoise
8488	to stem	autonoise
8489	participation of	autonoise
8490	a ranking	autonoise
8491	to link	autonoise
8492	cqa site	
8493	social stability	autonoise
8494	of pubmed	autonoise
8495	persian stemmer	
8496	and expert	autonoise
8497	of spatial	autonoise
8498	scientific and	autonoise
8499	experimental protocol	autonoise
8500	cross-lingual information	
8501	presenting a	autonoise
8502	a linear	autonoise
8503	dbpedia and	autonoise
8504	text filtering	autonoise
8505	of formal	autonoise
8506	qa mre	
8507	research discipline	autonoise
8508	bioc is	autonoise
8509	and integrate	autonoise
8510	society inc	
8511	relation discovery	noise
8512	ontology based	
8513	categorization task	autonoise
8514	different view	autonoise
8515	accounting text	autonoise
8516	agile process	autonoise
8517	part-whole relation	
8518	drug-drug interaction	
8519	presented system	
8520	ontology building	relevant
8521	and ie	autonoise
8522	consumer review	noise
8523	fake review	autonoise
8524	contextual advertising	
8525	to ontology	autonoise
8526	segmentation system	autonoise
8527	inferential language	autonoise
8528	personalization and	autonoise
8529	and contextualization	autonoise
8530	access technology	autonoise
8531	natural language processing	relevant
8532	in order to	noise
8533	a well a	autonoise
8534	text mining and	noise
8535	and text mining	noise
8536	a set of	noise
8537	of text mining	noise
8538	in term of	noise
8539	nature switzerland ag	noise
8540	in natural language	noise
8541	language processing and	noise
8542	text mining technique	relevant
8543	of natural language	noise
8544	named entity recognition	noise
8545	and natural language	noise
8546	is based on	autonoise
8547	international publishing ag	autonoise
8548	in text mining	noise
8549	international publishing switzerland	autonoise
8550	support vector machine	keyword
8551	is used to	autonoise
8552	text mining is	autonoise
8553	based on a	
8554	a number of	noise
8555	nature singapore pte	noise
8556	singapore pte ltd	autonoise
8557	biomedical text mining	noise
8558	mining and natural	noise
8559	a text mining	autonoise
8560	sentiment analysis is	autonoise
8561	and machine learning	noise
8562	in recent year	noise
8563	language processing technique	relevant
8564	text mining application	relevant
8565	of social medium	noise
8566	and information retrieval	noise
8567	of sentiment analysis	noise
8568	information retrieval and	noise
8569	processing and text	noise
8570	sentiment analysis and	noise
8571	is able to	autonoise
8572	propose a novel	
8573	natural language text	noise
8574	conditional random field	noise
8575	machine learning algorithm	keyword
8576	a variety of	noise
8577	and sentiment analysis	noise
8578	text mining method	noise
8579	a collection of	noise
8580	amount of data	relevant
8581	a case study	autonoise
8582	latent dirichlet allocation	
8583	huge amount of	noise
8584	text mining task	relevant
8585	a natural language	autonoise
8586	machine learning method	noise
8587	machine learning technique	keyword
8588	in social medium	noise
8589	precision and recall	keyword
8590	important role in	noise
8591	text mining approach	relevant
8592	make use of	noise
8593	is proposed to	autonoise
8594	a lot of	noise
8595	f score of	noise
8596	bag of word	keyword
8597	different type of	noise
8598	a combination of	noise
8599	approach based on	
8600	model based on	
8601	method based on	
8602	text mining in	noise
8603	vector space model	noise
8604	text mining tool	relevant
8605	machine learning approach	keyword
8606	is a challenging	autonoise
8607	used a a	
8608	part of speech	keyword
8609	positive and negative	noise
8610	machine learning and	noise
8611	by mean of	noise
8612	of biomedical text	noise
8613	is applied to	autonoise
8614	source of information	relevant
8615	on social medium	autonoise
8616	recurrent neural network	keyword
8617	proposed approach is	autonoise
8618	a novel approach	
8619	publishing ag part	noise
8620	ag part of	noise
8621	convolutional neural network	keyword
8622	a challenging task	autonoise
8623	social medium data	noise
8624	text mining system	noise
8625	entity recognition and	noise
8626	long short-term memory	
8627	to build a	autonoise
8628	and data mining	noise
8629	a machine learning	autonoise
8630	a sentiment analysis	autonoise
8631	mining natural language	noise
8632	mining and information	noise
8633	in sentiment analysis	noise
8634	in information retrieval	noise
8635	of word and	noise
8636	social medium text	noise
8637	of text document	noise
8638	a part of	noise
8639	to text mining	noise
8640	precision recall and	noise
8641	sentiment analysis of	noise
8642	information retrieval system	noise
8643	a wide range	autonoise
8644	wide range of	noise
8645	medium llc part	noise
8646	llc part of	noise
8647	question answering system	keyword
8648	of information retrieval	noise
8649	taylor francis group	noise
8650	social medium and	noise
8651	in biomedical text	noise
8652	development of a	noise
8653	goal is to	autonoise
8654	mining technique to	noise
8655	take advantage of	noise
8656	and support vector	noise
8657	a series of	noise
8658	deep neural network	keyword
8659	of text data	noise
8660	of data mining	noise
8661	to automatically extract	noise
8662	to develop a	autonoise
8663	amount of text	noise
8664	in addition to	noise
8665	proposed method is	autonoise
8666	is necessary to	autonoise
8667	text mining natural	noise
8668	vast amount of	noise
8669	amount of information	relevant
8670	of a document	noise
8671	field of text	keyword
8672	of textual data	noise
8673	word sense disambiguation	keyword
8674	information extraction and	noise
8675	work is to	autonoise
8676	sentiment analysis in	noise
8677	research area in	noise
8678	mining and sentiment	noise
8679	institute of advanced	autonoise
8680	text mining process	relevant
8681	is difficult to	autonoise
8682	on text mining	noise
8683	of big data	noise
8684	is possible to	autonoise
8685	language processing task	relevant
8686	mining technique and	noise
8687	text mining algorithm	relevant
8688	approach is based	autonoise
8689	word in a	autonoise
8690	mining is a	autonoise
8691	text mining to	noise
8692	supervised machine learning	keyword
8693	of machine learning	noise
8694	a novel method	autonoise
8695	ha become a	autonoise
8696	a compared to	autonoise
8697	electronic health record	autonoise
8698	and opinion mining	noise
8699	used to extract	
8700	a huge amount	autonoise
8701	and information extraction	noise
8702	in social network	noise
8703	world wide web	noise
8704	design methodology approach	
8705	sentiment analysis technique	noise
8706	of data and	noise
8707	neural network model	keyword
8708	a method to	autonoise
8709	field of natural	noise
8710	main contribution of	autonoise
8711	text mining information	noise
8712	more and more	noise
8713	on natural language	autonoise
8714	machine learning model	keyword
8715	aim is to	autonoise
8716	word and phrase	noise
8717	to provide a	autonoise
8718	to create a	autonoise
8719	collection of document	relevant
8720	language processing tool	relevant
8721	text analysis and	noise
8722	of named entity	noise
8723	is to develop	autonoise
8724	social medium site	noise
8725	of information extraction	noise
8726	chinese word segmentation	noise
8727	emerald publishing limited	noise
8728	latent semantic analysis	keyword
8729	analysis is a	autonoise
8730	text mining ha	noise
8731	a total of	noise
8732	term of precision	noise
8733	mining and text	noise
8734	informa uk limited	noise
8735	uk limited trading	noise
8736	limited trading a	autonoise
8737	trading a taylor	autonoise
8738	a taylor francis	autonoise
8739	social medium platform	noise
8740	a list of	noise
8741	author and io	noise
8742	world scientific publishing	noise
8743	study is to	autonoise
8744	deep learning model	keyword
8745	social medium post	noise
8746	mining information retrieval	noise
8747	proposed system is	autonoise
8748	of text and	noise
8749	used to identify	
8750	sentiment analysis ha	noise
8751	to construct a	autonoise
8752	is used in	autonoise
8753	language processing text	noise
8754	small set of	autonoise
8755	wiley periodical inc	noise
8756	vector machine and	noise
8757	adverse drug reaction	autonoise
8758	analysis technique to	autonoise
8759	of text classification	noise
8760	stop word removal	keyword
8761	is to extract	autonoise
8762	feature based on	
8763	a dataset of	noise
8764	retrieval and text	noise
8765	based on text	
8766	propose a method	
8767	to extract and	noise
8768	online social network	noise
8769	widely used in	
8770	question answering and	noise
8771	processing and information	autonoise
8772	john wiley son	
8773	wiley son ltd	autonoise
8774	text is a	autonoise
8775	rapid growth of	noise
8776	is to identify	autonoise
8777	important task in	noise
8778	language processing information	noise
8779	classification and clustering	autonoise
8780	system based on	
8781	type of information	relevant
8782	a corpus of	noise
8783	opinion mining is	autonoise
8784	biomedical literature is	autonoise
8785	in different language	noise
8786	processing and machine	noise
8787	and analysis of	noise
8788	of a given	noise
8789	study aim to	noise
8790	inverse document frequency	keyword
8791	is capable of	autonoise
8792	of a text	noise
8793	used to train	
8794	a vital role	autonoise
8795	vital role in	noise
8796	scientific publishing company	noise
8797	in a given	autonoise
8798	processing technique and	noise
8799	many text mining	
8800	proposes a novel	
8801	broad range of	noise
8802	in a document	autonoise
8803	doe not require	
8804	a neural network	autonoise
8805	a social medium	autonoise
8806	wa used to	
8807	objective is to	autonoise
8808	aim to extract	autonoise
8809	of a set	noise
8810	task is to	autonoise
8811	processing text mining	noise
8812	allows u to	autonoise
8813	and big data	autonoise
8814	better understanding of	noise
8815	social networking site	noise
8816	automatic extraction of	noise
8817	is to find	autonoise
8818	opinion mining and	noise
8819	a information retrieval	autonoise
8820	information retrieval text	noise
8821	in many application	
8822	inderscience enterprise ltd	autonoise
8823	analysis of text	relevant
8824	natural language is	autonoise
8825	is developed to	autonoise
8826	is essential to	autonoise
8827	text mining of	noise
8828	written in natural	noise
8829	and relation extraction	noise
8830	to extract information	noise
8831	set of feature	noise
8832	hidden markov model	keyword
8833	on a set	autonoise
8834	probabilistic topic model	keyword
8835	information in a	autonoise
8836	in a sentence	autonoise
8837	part of a	noise
8838	to better understand	noise
8839	of deep learning	noise
8840	a given text	autonoise
8841	task in natural	noise
8842	is of great	autonoise
8843	springer-verlag gmbh germany	
8844	play a vital	autonoise
8845	of unstructured data	noise
8846	various machine learning	noise
8847	training data and	noise
8848	advanced scientific research	autonoise
8849	a gold standard	autonoise
8850	is a crucial	autonoise
8851	a broad range	autonoise
8852	order to improve	autonoise
8853	study proposes a	
8854	unstructured text data	noise
8855	text summarization is	autonoise
8856	huge volume of	noise
8857	in response to	autonoise
8858	data mining and	noise
8859	considered a a	autonoise
8860	based on natural	
8861	and social network	noise
8862	of word in	noise
8863	a topic model	autonoise
8864	based on word	
8865	on top of	autonoise
8866	text classification and	noise
8867	applied to a	autonoise
8868	available at http	noise
8869	order to obtain	
8870	naïve bayes and	
8871	text mining field	autonoise
8872	and question answering	autonoise
8873	biomedical named entity	noise
8874	and semantic analysis	autonoise
8875	and social medium	noise
8876	neural network and	noise
8877	field of research	autonoise
8878	of precision and	noise
8879	of information and	noise
8880	technique based on	
8881	application of text	noise
8882	used to improve	
8883	supervised and unsupervised	autonoise
8884	in a text	autonoise
8885	semantic representation of	noise
8886	form of a	noise
8887	text mining problem	relevant
8888	by text mining	noise
8889	extraction is a	autonoise
8890	topic modeling is	autonoise
8891	entity and relationship	autonoise
8892	growth of social	autonoise
8893	sentiment analysis a	autonoise
8894	a process of	noise
8895	task due to	autonoise
8896	sentiment analysis to	noise
8897	and feature extraction	autonoise
8898	task in text	noise
8899	feature selection and	autonoise
8900	proposed model is	autonoise
8901	and deep learning	noise
8902	unstructured textual data	keyword
8903	to make a	autonoise
8904	mining based on	
8905	a mixture of	autonoise
8906	product and service	noise
8907	various type of	noise
8908	is employed to	autonoise
8909	to train a	autonoise
8910	vector representation of	noise
8911	approach to text	autonoise
8912	a question answering	autonoise
8913	a deep learning	autonoise
8914	named entity in	noise
8915	to find a	autonoise
8916	text classification task	autonoise
8917	a knowledge base	autonoise
8918	language processing is	autonoise
8919	ha emerged a	autonoise
8920	text mining a	autonoise
8921	analysis and text	noise
8922	cancer text mining	autonoise
8923	graph-based text representation	
8924	a lack of	noise
8925	processing information retrieval	noise
8926	of advanced scientific	autonoise
8927	scientific research inc	autonoise
8928	a hybrid approach	
8929	analysis and opinion	autonoise
8930	recall and f-measure	
8931	document written in	noise
8932	information contained in	noise
8933	and artificial intelligence	autonoise
8934	on machine learning	autonoise
8935	and text clustering	autonoise
8936	and evaluation of	noise
8937	feature selection method	noise
8938	amount of unstructured	noise
8939	in a set	autonoise
8940	set of document	autonoise
8941	use of social	noise
8942	extract useful information	noise
8943	technique to extract	autonoise
8944	a method of	noise
8945	active research area	noise
8946	sentiment analysis on	autonoise
8947	is considered a	autonoise
8948	published by oxford	autonoise
8949	by oxford university	autonoise
8950	information extraction technique	autonoise
8951	is composed of	autonoise
8952	keyword extraction method	autonoise
8953	decision support system	keyword
8954	point of view	noise
8955	statistical machine translation	noise
8956	text mining model	noise
8957	related to text	autonoise
8958	a bag of	noise
8959	of scientific article	autonoise
8960	deep learning technique	keyword
8961	in spite of	autonoise
8962	in real time	noise
8963	text classification technique	autonoise
8964	engineering and science	autonoise
8965	gmbh germany part	noise
8966	germany part of	autonoise
8967	different level of	noise
8968	social network analysis	keyword
8969	electronic medical record	autonoise
8970	text mining technology	noise
8971	is a fundamental	autonoise
8972	textual data and	autonoise
8973	of interest to	noise
8974	method to extract	autonoise
8975	text mining research	noise
8976	document based on	
8977	document a a	autonoise
8978	syntactic and semantic	noise
8979	data set of	noise
8980	topic model and	autonoise
8981	singular value decomposition	keyword
8982	non-negative matrix factorization	
8983	retrieval and natural	autonoise
8984	different aspect of	autonoise
8985	of semantic relation	noise
8986	in text and	autonoise
8987	training and testing	autonoise
8988	of short text	noise
8989	kind of information	autonoise
8990	automatic text summarization	keyword
8991	task in a	autonoise
8992	important part of	autonoise
8993	in comparison to	autonoise
8994	and naïve bayes	
8995	of movie review	autonoise
8996	issue in text	autonoise
8997	data mining technique	noise
8998	of artificial intelligence	noise
8999	language processing method	noise
9000	recall and f	noise
9001	and f score	noise
9002	creative common license	autonoise
9003	common license attribution	autonoise
9004	to identify and	noise
9005	data and text	autonoise
9006	text document in	autonoise
9007	a document collection	autonoise
9008	of scientific literature	noise
9009	mainly focus on	autonoise
9010	text mining pipeline	autonoise
9011	used to classify	
9012	text document and	autonoise
9013	random forest and	autonoise
9014	feature of a	autonoise
9015	in a variety	autonoise
9016	big data analytics	relevant
9017	order to find	autonoise
9018	francis group llc	noise
9019	to propose a	
9020	form of text	autonoise
9021	text based on	
9022	amount of textual	autonoise
9023	used to detect	
9024	to sentiment analysis	autonoise
9025	semantic web technology	autonoise
9026	to social medium	autonoise
9027	based on semantic	
9028	a range of	noise
9029	representation of text	keyword
9030	making use of	autonoise
9031	is useful in	autonoise
9032	topic modeling technique	keyword
9033	analysis of textual	autonoise
9034	a specific domain	autonoise
9035	semantic web and	autonoise
9036	three type of	autonoise
9037	opinion and sentiment	autonoise
9038	analysis of a	autonoise
9039	of textual information	autonoise
9040	institute of electronics	autonoise
9041	information and communication	autonoise
9042	many natural language	
9043	learning and text	autonoise
9044	and limitation of	autonoise
9045	automatic keyword extraction	noise
9046	construction of a	noise
9047	developed based on	
9048	to extract useful	autonoise
9049	proposed text mining	
9050	information extraction system	noise
9051	springer-verlag london limited	
9052	to take advantage	autonoise
9053	various aspect of	autonoise
9054	process of extracting	noise
9055	number of research	autonoise
9056	is time-consuming and	autonoise
9057	use of text	relevant
9058	decision tree and	autonoise
9059	of advanced engineering	autonoise
9060	advanced engineering and	autonoise
9061	of precision recall	noise
9062	mining and machine	noise
9063	of text in	noise
9064	is evaluated on	autonoise
9065	is done by	autonoise
9066	serve a a	autonoise
9067	and extraction of	autonoise
9068	rich source of	autonoise
9069	web mining and	autonoise
9070	role in many	
9071	a more comprehensive	autonoise
9072	is a highly	autonoise
9073	of research in	noise
9074	of topic and	autonoise
9075	and named entity	noise
9076	is designed to	autonoise
9077	to achieve a	autonoise
9078	applying natural language	noise
9079	a crucial step	
9080	and semantic similarity	autonoise
9081	text corpus is	autonoise
9082	springer-verlag london ltd	
9083	several text mining	
9084	text classification method	autonoise
9085	text data and	noise
9086	classification is a	autonoise
9087	deep learning architecture	keyword
9088	semantic and syntactic	autonoise
9089	in text classification	noise
9090	artificial neural network	keyword
9091	and random forest	autonoise
9092	in machine learning	noise
9093	analysis of sentiment	autonoise
9094	used to determine	
9095	of positive and	autonoise
9096	is a complex	autonoise
9097	commonly used in	
9098	used to predict	
9099	type of data	autonoise
9100	positive negative and	autonoise
9101	negative and neutral	noise
9102	of text summarization	autonoise
9103	on biomedical text	autonoise
9104	mining approach to	autonoise
9105	language processing to	noise
9106	a crucial role	
9107	text mining shared	autonoise
9108	text representation and	autonoise
9109	topic in a	autonoise
9110	word based on	
9111	study focus on	autonoise
9112	used in text	
9113	a prototype system	autonoise
9114	social medium is	autonoise
9115	news article and	noise
9116	natural language and	noise
9117	set of experiment	autonoise
9118	word embedding method	autonoise
9119	a a whole	autonoise
9120	research is to	autonoise
9121	main objective of	autonoise
9122	to get a	autonoise
9123	textual description of	autonoise
9124	retrieval text mining	noise
9125	a vast amount	autonoise
9126	method is proposed	autonoise
9127	traditional text mining	autonoise
9128	a a case	autonoise
9129	of nlp and	autonoise
9130	in form of	autonoise
9131	of training data	noise
9132	on information retrieval	autonoise
9133	area of research	noise
9134	data a well	autonoise
9135	of topic modeling	autonoise
9136	of a word	noise
9137	biomedical natural language	noise
9138	text mining framework	noise
9139	used to find	
9140	a named entity	autonoise
9141	is achieved by	autonoise
9142	different machine learning	noise
9143	language processing application	relevant
9144	mean of a	autonoise
9145	online news article	noise
9146	text classification is	autonoise
9147	text mining software	autonoise
9148	language is a	autonoise
9149	is to propose	autonoise
9150	a methodology to	autonoise
9151	is a difficult	autonoise
9152	recognition and relation	autonoise
9153	information retrieval based	
9154	mining method to	noise
9155	area in natural	autonoise
9156	of semantic web	autonoise
9157	a sentiment lexicon	autonoise
9158	main purpose of	autonoise
9159	technique in order	autonoise
9160	is used a	autonoise
9161	text mining by	noise
9162	based on machine	
9163	many application in	
9164	act a a	autonoise
9165	textual content of	autonoise
9166	learning approach to	autonoise
9167	data in a	autonoise
9168	novel approach to	
9169	related to a	autonoise
9170	a better understanding	autonoise
9171	a search engine	autonoise
9172	is introduced to	autonoise
9173	of text is	autonoise
9174	importance of a	autonoise
9175	field of biomedical	autonoise
9176	and provides a	autonoise
9177	a comparison of	noise
9178	of information overload	autonoise
9179	a form of	autonoise
9180	of computer science	autonoise
9181	framework based on	
9182	allows user to	autonoise
9183	enables u to	autonoise
9184	exclusive license to	autonoise
9185	negation and speculation	autonoise
9186	product feature and	autonoise
9187	information retrieval natural	autonoise
9188	retrieval natural language	noise
9189	document collection and	autonoise
9190	text mining environment	autonoise
9191	a focus on	
9192	wa able to	autonoise
9193	and doe not	autonoise
9194	is a process	autonoise
9195	frequency inverse document	noise
9196	of news article	autonoise
9197	tokenization stop word	noise
9198	food delivery service	noise
9199	of customer review	autonoise
9200	consists of a	autonoise
9201	order to facilitate	autonoise
9202	aspect-based sentiment analysis	
9203	case study of	autonoise
9204	statistical and linguistic	autonoise
9205	and linguistic feature	autonoise
9206	in addition a	autonoise
9207	research direction in	autonoise
9208	representation of document	autonoise
9209	multi-task learning model	
9210	a need to	autonoise
9211	artificial intelligence and	autonoise
9212	latent semantic indexing	autonoise
9213	semantic similarity measure	autonoise
9214	topic model is	autonoise
9215	play a significant	autonoise
9216	a significant role	autonoise
9217	data mining method	noise
9218	idea is to	autonoise
9219	is becoming a	autonoise
9220	representation of word	keyword
9221	volume of text	autonoise
9222	is not a	autonoise
9223	keyword extraction and	autonoise
9224	sentiment analysis method	autonoise
9225	and computational linguistics	autonoise
9226	based on deep	
9227	english and chinese	autonoise
9228	a recurrent neural	autonoise
9229	on short text	autonoise
9230	short text similarity	autonoise
9231	is critical to	autonoise
9232	data set and	autonoise
9233	summarization is a	autonoise
9234	is a promising	autonoise
9235	unstructured data and	autonoise
9236	learning model to	autonoise
9237	attention mechanism to	autonoise
9238	system is based	autonoise
9239	research topic in	autonoise
9240	propose to use	
9241	of sentiment and	autonoise
9242	recall and precision	keyword
9243	principal component analysis	autonoise
9244	recall and f-score	
9245	growing amount of	autonoise
9246	to natural language	autonoise
9247	of opinion mining	autonoise
9248	measure based on	
9249	based on user	
9250	coal mine accident	
9251	language processing ha	autonoise
9252	text corpus and	autonoise
9253	and used in	
9254	of a system	autonoise
9255	massive amount of	autonoise
9256	knowledge discovery in	noise
9257	is a key	autonoise
9258	accuracy precision recall	noise
9259	used to evaluate	
9260	learning and natural	noise
9261	different text mining	autonoise
9262	recent advance in	noise
9263	entity extraction is	autonoise
9264	a dictionary of	autonoise
9265	important problem in	autonoise
9266	and text analysis	autonoise
9267	in many text	
9268	of a topic	autonoise
9269	topic model in	autonoise
9270	representation of a	autonoise
9271	short term memory	noise
9272	a sequence of	autonoise
9273	bidirectional long short-term	
9274	a text document	autonoise
9275	is available at	autonoise
9276	language processing in	noise
9277	in unstructured text	noise
9278	a widely used	
9279	written in spanish	autonoise
9280	of data is	autonoise
9281	is a need	autonoise
9282	fake news and	autonoise
9283	based on morphological	
9284	processing technique to	autonoise
9285	of document to	autonoise
9286	and classification of	noise
9287	deep learning approach	autonoise
9288	research focus on	autonoise
9289	is stored in	autonoise
9290	in textual data	autonoise
9291	different kind of	autonoise
9292	to a specific	autonoise
9293	and knowledge discovery	autonoise
9294	qualitative and quantitative	autonoise
9295	machine learning to	autonoise
9296	natural language understanding	relevant
9297	of biomedical literature	noise
9298	case study on	autonoise
9299	mining of text	autonoise
9300	deep learning method	noise
9301	online social medium	noise
9302	a way to	autonoise
9303	textual data is	autonoise
9304	ncbi disease corpus	noise
9305	attempt to provide	autonoise
9306	number of topic	autonoise
9307	content of a	autonoise
9308	text classification text	autonoise
9309	applying text mining	autonoise
9310	written in a	autonoise
9311	learning algorithm to	autonoise
9312	important step in	autonoise
9313	proposed to extract	
9314	aim at extracting	noise
9315	human computer interaction	noise
9316	data mining text	autonoise
9317	mining text mining	noise
9318	work proposes a	
9319	a group of	autonoise
9320	cache transition technique	noise
9321	various text mining	noise
9322	in data mining	noise
9323	analysis is performed	autonoise
9324	is essential in	autonoise
9325	opinion expressed in	autonoise
9326	big data and	autonoise
9327	semantic relatedness of	autonoise
9328	text written in	autonoise
9329	frequency-inverse document frequency	
9330	information extraction is	autonoise
9331	small number of	autonoise
9332	conducted on a	autonoise
9333	online product review	noise
9334	special focus in	
9335	conference is on	autonoise
9336	language processing algorithm	noise
9337	analysis is used	autonoise
9338	in various application	autonoise
9339	approach is applied	autonoise
9340	information retrieval in	autonoise
9341	of and respectively	noise
9342	processing tool in	autonoise
9343	to detect and	autonoise
9344	bigram and trigram	autonoise
9345	text mining based	
9346	neural network based	
9347	and variety of	autonoise
9348	ha led to	autonoise
9349	is widely used	autonoise
9350	algorithm is used	autonoise
9351	extraction and text	autonoise
9352	semantic similarity of	autonoise
9353	important source of	noise
9354	of topic model	autonoise
9355	of electronics information	autonoise
9356	electronics information and	autonoise
9357	and communication engineer	autonoise
9358	of unstructured text	noise
9359	extensive experiment on	autonoise
9360	of product review	autonoise
9361	in many case	
9362	problem related to	autonoise
9363	important research area	noise
9364	range of application	autonoise
9365	set of text	autonoise
9366	text document is	autonoise
9367	text mining text	noise
9368	a support vector	autonoise
9369	online customer review	noise
9370	para el procesamiento	noise
9371	el procesamiento del	noise
9372	procesamiento del lenguaje	
9373	del lenguaje natural	noise
9374	chinese medicinal material	noise
9375	term of accuracy	autonoise
9376	based keyword extraction	
9377	machine and naïve	
9378	sequence of word	autonoise
9379	by proposing a	autonoise
9380	a wealth of	noise
9381	problem of information	autonoise
9382	able to detect	autonoise
9383	apply text mining	autonoise
9384	twitter and facebook	autonoise
9385	is a text	autonoise
9386	a domain ontology	autonoise
9387	on a dataset	autonoise
9388	probabilistic topic modeling	noise
9389	is important in	autonoise
9390	in biomedical literature	noise
9391	in a number	autonoise
9392	formal concept analysis	noise
9393	use of natural	autonoise
9394	community question answering	noise
9395	to determine whether	autonoise
9396	text mining workflow	autonoise
9397	in a natural	autonoise
9398	manually annotated corpus	noise
9399	summarization question answering	noise
9400	hindi and punjabi	autonoise
9401	australian computer society	
9402	in text document	autonoise
9403	ohsumed disease hierarchy	noise
9404	in today s	noise
9405	learning technique to	autonoise
9406	term frequency inverse	keyword
9407	text summarization and	autonoise
9408	biomedical literature and	autonoise
9409	systematic literature review	noise
9410	a wide variety	autonoise
9411	wide variety of	noise
9412	data and information	autonoise
9413	and development of	autonoise
9414	a selection of	autonoise
9415	of great importance	autonoise
9416	huge number of	noise
9417	document clustering is	autonoise
9418	automatic generation of	autonoise
9419	short-term memory network	
9420	text a well	autonoise
9421	is available in	autonoise
9422	unstructured text and	autonoise
9423	text data set	autonoise
9424	sentiment analysis model	keyword
9425	based on statistical	
9426	topic detection and	autonoise
9427	make full use	noise
9428	full use of	autonoise
9429	to extract a	autonoise
9430	based on different	
9431	including natural language	
9432	a rich source	autonoise
9433	source of knowledge	autonoise
9434	a fundamental task	autonoise
9435	word vec and	autonoise
9436	model trained on	autonoise
9437	achieve better performance	noise
9438	a a mean	autonoise
9439	focus is on	autonoise
9440	us natural language	autonoise
9441	is expected to	autonoise
9442	algorithm a well	autonoise
9443	feature selection technique	noise
9444	in many field	
9445	of emotion recognition	autonoise
9446	a supervised learning	autonoise
9447	supervised learning approach	
9448	a hybrid method	autonoise
9449	a document a	autonoise
9450	knowledge hidden in	autonoise
9451	mining and data	autonoise
9452	net income estimate	
9453	to extract opinion	autonoise
9454	of online social	autonoise
9455	main challenge in	autonoise
9456	is intended to	autonoise
9457	used in natural	
9458	semantically similar word	keyword
9459	word embeddings and	autonoise
9460	on three different	autonoise
9461	to a variety	autonoise
9462	in view of	autonoise
9463	in english and	autonoise
9464	a kind of	autonoise
9465	method in term	autonoise
9466	mining is to	autonoise
9467	to represent text	autonoise
9468	is superior to	autonoise
9469	knowledge representation and	autonoise
9470	approach to analyzing	
9471	propose a framework	
9472	learning and data	autonoise
9473	in text is	autonoise
9474	is required to	autonoise
9475	automatic keyphrase extraction	autonoise
9476	form of document	autonoise
9477	is utilized to	autonoise
9478	a novel unsupervised	autonoise
9479	document summarization and	autonoise
9480	and web mining	autonoise
9481	in a highly	autonoise
9482	high volume of	autonoise
9483	based text mining	
9484	considerable amount of	autonoise
9485	order to provide	autonoise
9486	volume of data	relevant
9487	classification accuracy of	autonoise
9488	of data in	autonoise
9489	and negative word	autonoise
9490	of coal mine	autonoise
9491	mine accident report	noise
9492	stored in a	autonoise
9493	a system of	autonoise
9494	difficult to analyze	autonoise
9495	study related to	autonoise
9496	based on three	
9497	text summarization question	autonoise
9498	now a day	autonoise
9499	emerged a a	autonoise
9500	problem of identifying	autonoise
9501	unstructured information management	autonoise
9502	information management architecture	autonoise
9503	of adverse drug	autonoise
9504	opinion mining system	noise
9505	problem in natural	autonoise
9506	language processing a	autonoise
9507	play a crucial	
9508	crucial role in	
9509	approach wa evaluated	
9510	technique to identify	autonoise
9511	extract subjective information	autonoise
9512	mining shared task	noise
9513	algorithm based on	
9514	long-short term memory	
9515	topic discussed include	
9516	of conceptual graph	autonoise
9517	model and a	autonoise
9518	technique is applied	autonoise
